tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
Salida,Extranjero,2020,Enero,22,Mujer,Colombia,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Menores de edad,8
Entrada,Extranjero,2020,Enero,22,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Directores generales y gerentes generales,48
Entrada,Extranjero,2020,Enero,22,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes RP-CAF,Menores de edad,9
Salida,Extranjero,2020,Enero,22,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Economistas,58
Salida,Extranjero,2020,Enero,22,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Otros,Cuba,"América, El Caribe",América,La Habana,Cuba,"América, El Caribe",América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Estudiantes,24
Entrada,Extranjero,2020,Enero,22,Mujer,México,América Central,América,Vía Aérea,Residencia,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Amas de casa,29
Salida,Extranjero,2020,Enero,22,Hombre,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Xiamen,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Estudiantes,20
Entrada,Extranjero,2020,Enero,22,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Profesionales de la ensenanza no clasificados bajo otros epigrafes,32
Entrada,Extranjero,2020,Enero,22,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes RP-CAF,Menores de edad,15
Entrada,Extranjero,2020,Enero,22,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes RP-CAF,Comerciantes de tiendas,24
Salida,Extranjero,2020,Enero,22,Mujer,Federación de Rusia,Europa Oriental,Europa,Vía Aérea,Turismo,Federación de Rusia,Europa Oriental,Europa,Abakan,Federación de Rusia,Europa Oriental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Jubilados y pensionistas,61
Entrada,Extranjero,2020,Enero,22,Mujer,España,Europa Meridional,Europa,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Yonkers New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Personal de apoyo administrativo no clasificado bajo otros epigrafes,22
Salida,Extranjero,2020,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Eventos,Estados Unidos de América,América del Septentrional,América,Tampa Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Ingenieros no clasificados bajo otros epigrafes,47
Entrada,Extranjero,2020,Enero,22,Hombre,Bolivia,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Auxiliares laicos de las religiones,36
Entrada,Extranjero,2020,Enero,22,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Sin especificar,53
Entrada,Extranjero,2020,Enero,22,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Amas de casa,66
Entrada,Extranjero,2020,Enero,22,Hombre,Croacia,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Antigua República Yugoslava de Macedonia,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Personal de apoyo administrativo no clasificado bajo otros epigrafes,37
Entrada,Extranjero,2020,Enero,22,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Transfronterizo Coronel Carlos Concha Torres,Esmeraldas,Esmeraldas,Inmigrantes RP-CAF,Sin especificar,28
Entrada,Extranjero,2020,Enero,22,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes RP-CAF,Comerciantes de tiendas,26
Entrada,Extranjero,2020,Enero,22,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Personal de apoyo administrativo no clasificado bajo otros epigrafes,52
Entrada,Extranjero,2020,Enero,22,Hombre,España,Europa Meridional,Europa,Vía Aérea,Otros,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-MAT,Cocineros,50
Salida,Extranjero,2020,Enero,22,Mujer,Canadá,América del Septentrional,América,Vía Aérea,Otros,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,53
Salida,Extranjero,2020,Enero,22,Mujer,India,Asia Meridional,Asia,Vía Aérea,Residencia,India,Asia Meridional,Asia,Delhi,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,7
Salida,Extranjero,2020,Enero,22,Hombre,Argentina,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,66
Salida,Extranjero,2020,Enero,22,Mujer,India,Asia Meridional,Asia,Vía Aérea,Residencia,India,Asia Meridional,Asia,Delhi,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Amas de casa,41
Entrada,Extranjero,2020,Enero,22,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Cuba,"América, El Caribe",América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,12
Entrada,Extranjero,2020,Enero,22,Mujer,Perú,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Amas de casa,32
Salida,Extranjero,2020,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,44
Salida,Extranjero,2020,Enero,22,Mujer,Panamá,América Central,América,Vía Aérea,Otros,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Amas de casa,43
Salida,Extranjero,2020,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Eventos,Estados Unidos de América,América del Septentrional,América,San Jose California,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Amas de casa,35
Salida,Extranjero,2020,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Eventos,Estados Unidos de América,América del Septentrional,América,San Jose California,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,6
Entrada,Extranjero,2020,Enero,22,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,7
Entrada,Extranjero,2020,Enero,22,Mujer,Finlandia,Europa Septentrional,Europa,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Finlandia,Europa Septentrional,Europa,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante RT-AMP,Tecnicos en ciencias fisicas y en ingenieria no clasificados bajo otros epigrafes,40
Salida,Extranjero,2020,Enero,22,Mujer,Finlandia,Europa Septentrional,Europa,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Finlandia,Europa Septentrional,Europa,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante RT-AMP,Tecnicos en ciencias fisicas y en ingenieria no clasificados bajo otros epigrafes,40
Salida,Extranjero,2020,Enero,22,Mujer,Camerún,África Central,África,Vía Aérea,Otros,Camerún,África Central,África,Douala,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Personal de apoyo administrativo no clasificado bajo otros epigrafes,27
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,47
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,12
Salida,Extranjero,2020,Enero,23,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes RP-MAT,Comerciantes de tiendas,32
Entrada,Extranjero,2020,Enero,23,Mujer,Brasil,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,49
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Estudiantes,24
Entrada,Extranjero,2020,Enero,23,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes RP-MAT,Comerciantes de tiendas,32
Entrada,Extranjero,2020,Enero,23,Mujer,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Directores generales y gerentes generales,63
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,34
Entrada,Extranjero,2020,Enero,23,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,46
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Directores generales y gerentes generales,62
Entrada,Extranjero,2020,Enero,23,Hombre,Argentina,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Contables,43
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,64
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Comerciantes de tiendas,28
Entrada,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Comerciantes de tiendas,47
Entrada,Extranjero,2020,Enero,23,Mujer,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Amas de casa,31
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Comerciantes de tiendas,37
Entrada,Extranjero,2020,Enero,23,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,67
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Amas de casa,31
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,32
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Profesores de formacion profesional,46
Salida,Extranjero,2020,Enero,23,Hombre,Italia,Europa Meridional,Europa,Vía Aérea,Residencia,Italia,Europa Meridional,Europa,Milán,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,51
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Sin especificar,44
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Eventos,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Sin especificar,33
Entrada,Extranjero,2020,Enero,23,Mujer,Reino Unido,Europa Septentrional,Europa,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,73
Salida,Extranjero,2020,Enero,23,Mujer,República de Corea del Sur,Asia Oriental,Asia,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,63
Salida,Extranjero,2020,Enero,23,Hombre,Colombia,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Comerciantes de tiendas,44
Salida,Extranjero,2020,Enero,23,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Eventos,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,18
Entrada,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Sin especificar,36
Entrada,Extranjero,2020,Enero,23,Mujer,Venezuela,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,10
Entrada,Extranjero,2020,Enero,23,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Curitiba Paraná,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Abogados,40
Salida,Extranjero,2020,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Salt Lake City Utah,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,62
Salida,Extranjero,2020,Enero,23,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Limpiadores y asistentes domesticos,54
Entrada,Extranjero,2020,Enero,23,Hombre,Perú,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Periodistas,66
Entrada,Extranjero,2020,Enero,23,Hombre,República Dominicana,"América, El Caribe",América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Santo Domingo,República Dominicana,"América, El Caribe",América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,35
Entrada,Extranjero,2020,Enero,23,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,73
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Directores generales y gerentes generales,47
Salida,Extranjero,2020,Enero,23,Hombre,Argentina,América del Sur,América,Vía Aérea,Negocios,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la publicidad y la comercializacion,40
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Sin especificar,43
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Barranquilla,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,44
Salida,Extranjero,2020,Enero,23,Hombre,China,Asia Oriental,Asia,Vía Aérea,Turismo,China,Asia Oriental,Asia,Anda,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Comerciantes de tiendas,24
Salida,Extranjero,2020,Enero,23,Mujer,Venezuela,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Ingenieros quimicos,45
Entrada,Extranjero,2020,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Milwaukee Wisconsin,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,84
Salida,Extranjero,2020,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,33
Entrada,Extranjero,2020,Enero,23,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Comerciantes de tiendas,30
Salida,Extranjero,2020,Enero,23,Hombre,China,Asia Oriental,Asia,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,48
Salida,Extranjero,2020,Enero,23,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Comerciantes de tiendas,68
Salida,Extranjero,2020,Enero,23,Hombre,Chile,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Comerciantes de tiendas,43
Salida,Extranjero,2020,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Ingenieros no clasificados bajo otros epigrafes,37
Salida,Extranjero,2020,Enero,23,Mujer,China,Asia Oriental,Asia,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Jubilados y pensionistas,55
Entrada,Extranjero,2020,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Estudiantes,27
Entrada,Extranjero,2020,Enero,23,Mujer,Argentina,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Mendoza,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,34
Salida,Extranjero,2020,Enero,23,Mujer,Canadá,América del Septentrional,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,66
Salida,Extranjero,2020,Enero,23,Mujer,Venezuela,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Bridgeport Connecticut,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,48
Salida,Extranjero,2020,Enero,23,Hombre,Canadá,América del Septentrional,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,46
Salida,Extranjero,2020,Enero,23,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Otros,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,64
Entrada,Extranjero,2020,Enero,23,Hombre,Bélgica,Europa Occidental,Europa,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Ingenieros no clasificados bajo otros epigrafes,44
