tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad,pais_esc
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Bolivia,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Bolivia,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Mujer,Chile,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Chile,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Bolivia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Bolivia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,9,Hombre,Chile,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Chile,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Villavicencio,Colombia,América del Sur,América,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,1,Perú
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,1,Perú
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,1,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Otros,Colombia,América del Sur,América,Villavicencio,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Villavicencio,Colombia,América del Sur,América,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Ecuatoriano,2019,Enero,9,Mujer,Ecuador,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Ecuatoriano,2019,Enero,9,Mujer,Ecuador,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,9,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Hombre,Chile,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Chile,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Ecuatoriano,2019,Enero,9,Hombre,Ecuador,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,9,Hombre,Perú,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,1,Perú
Salida,Extranjero,2019,Enero,9,Hombre,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,9,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Colombia,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Ecuatoriano,2019,Enero,9,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,2,Perú
Entrada,Ecuatoriano,2019,Enero,9,Hombre,Ecuador,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,9,Mujer,Argentina,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Argentina,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Mujer,Venezuela,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Villavicencio,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Ecuatoriano,2019,Enero,10,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,10,Mujer,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,10,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Colombia,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,10,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Extranjero,2019,Enero,10,Mujer,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,10,Mujer,Bolivia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Bolivia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Mujer,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Entrada,Ecuatoriano,2019,Enero,10,Hombre,Ecuador,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Menores de edad,2,Colombia
Salida,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,1,Perú
Salida,Extranjero,2019,Enero,10,Hombre,Bolivia,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Bolivia,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Mujer,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Mujer,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Mujer,Chile,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Chile,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,2,Perú
Salida,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Residencia,Perú,América del Sur,América,Tumbes,Venezuela,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,1,Perú
Salida,Extranjero,2019,Enero,10,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Mujer,Chile,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Chile,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
Entrada,Extranjero,2019,Enero,10,Hombre,Venezuela,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Venezuela,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Menores de edad,2,Colombia
